Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NIV_EDUCA_esta,SEXE
2024-01-01,2,Eixample,6,la Sagrada Família,26,2048,64,2,2
2024-01-01,2,Eixample,6,la Sagrada Família,26,2048,116,3,1
2024-01-01,2,Eixample,6,la Sagrada Família,26,2048,98,3,2
2024-01-01,2,Eixample,6,la Sagrada Família,26,2048,167,4,1
2024-01-01,2,Eixample,6,la Sagrada Família,26,2048,140,4,2
2024-01-01,2,Eixample,6,la Sagrada Família,26,2048,271,5,1
2024-01-01,2,Eixample,6,la Sagrada Família,26,2048,241,5,2
2024-01-01,2,Eixample,6,la Sagrada Família,26,2048,..,6,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2049,16,1,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2049,6,1,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2049,122,2,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2049,107,2,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2049,207,3,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2049,165,3,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2049,223,4,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2049,215,4,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2049,475,5,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2049,365,5,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2050,13,1,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2050,..,1,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2050,94,2,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2050,67,2,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2050,150,3,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2050,113,3,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2050,210,4,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2050,197,4,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2050,397,5,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2050,291,5,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,9,1,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,..,1,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,135,2,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,81,2,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,170,3,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,141,3,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,245,4,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,221,4,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,409,5,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,346,5,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2051,..,6,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,7,1,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,..,1,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,91,2,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,65,2,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,127,3,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,124,3,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,221,4,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,209,4,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,451,5,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,359,5,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2052,..,6,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2053,6,1,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2053,..,1,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2053,79,2,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2053,50,2,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2053,145,3,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2053,130,3,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2053,205,4,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2053,221,4,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2053,484,5,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2053,397,5,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2054,10,1,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2054,..,1,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2054,73,2,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2054,59,2,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2054,146,3,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2054,120,3,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2054,226,4,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2054,204,4,2
2024-01-01,2,Eixample,6,la Sagrada Família,27,2054,479,5,1
2024-01-01,2,Eixample,6,la Sagrada Família,27,2054,418,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,11,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,89,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,58,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,121,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,103,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,217,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,198,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,472,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,380,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,..,6,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,10,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,57,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,39,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,93,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,71,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,165,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,154,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,432,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,340,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,..,6,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,40,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,18,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,84,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,58,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,122,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,130,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,328,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,308,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,..,6,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,..,6,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,7,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,41,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,32,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,87,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,90,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,159,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,168,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,378,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,304,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,..,6,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,68,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,50,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,119,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,125,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,195,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,164,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,451,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,374,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,62,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,34,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,117,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,86,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,200,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,190,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,447,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,348,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,..,6,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,6,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,61,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,41,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,99,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,87,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,177,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,134,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,360,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,281,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,42,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,39,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,74,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,96,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,168,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,142,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,457,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,380,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,7,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,62,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,20,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,98,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,34,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,150,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,105,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,347,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,275,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,42,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,21,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,80,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,53,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,124,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,123,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,365,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,325,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,..,6,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,67,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,56,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,99,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,102,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,198,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,161,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,500,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,410,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,..,6,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,..,6,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,6,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,82,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,57,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,172,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,136,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,213,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,193,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,409,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,315,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,..,6,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,..,6,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,80,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,44,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,115,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,106,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,189,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,188,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,454,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,350,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,8,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,47,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,54,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,118,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,108,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,198,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,190,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,423,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,345,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,..,6,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,55,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,38,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,92,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,81,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,163,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,120,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,384,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,313,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,62,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,20,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,73,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,60,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,138,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,144,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,359,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,282,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,46,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,35,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,92,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,89,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,162,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,178,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,450,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,400,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,..,6,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,36,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,25,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,57,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,59,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,131,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,143,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,341,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,310,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,..,6,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,7,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,43,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,44,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,97,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,80,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,176,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,175,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,496,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,395,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,..,6,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,47,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,28,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,44,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,76,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,131,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,138,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,348,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,327,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,..,6,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,44,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,23,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,58,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,69,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,145,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,116,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,332,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,316,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,..,6,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,44,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,36,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,101,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,67,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,158,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,167,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,482,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,419,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,..,6,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,60,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,54,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,95,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,92,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,178,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,183,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,481,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,491,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,..,6,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,54,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,38,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,67,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,60,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,179,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,162,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,389,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,335,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,7,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,40,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,36,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,80,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,63,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,138,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,139,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,425,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,399,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,55,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,44,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,86,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,71,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,149,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,137,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,456,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,418,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,67,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,29,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,110,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,100,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,244,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,210,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,624,5,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,564,5,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,..,6,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,..,1,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,..,1,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,21,2,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,20,2,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,57,3,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,46,3,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,127,4,1
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,90,4,2
2024-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,286,5,1
